0,1,2,3
58,440697006094380_520938868070193,2015-09-27T13:28:26+0000,"SARAU: SE TEM GENTE COM FOME, DAI DE COMER

Os grupos “Ô DE CASA” e “CasIlêOca”, com apoio da ADUSP, realizarão, sexta-feira dia 2 de outubro, às 18h no Auditório Abrahão de Moraes (IFUSP) um sarau. Segue o texto da comissão organizadora:
""O espetáculo SE TEM GENTE COM FOME, DAI DE COMER homenageia o importante Poeta, Ator e Agitador Cultural SOLANO TRINDADE, que contribuiu para a consolidação de frentes culturais de negros no Brasil dos anos a 70 (faleceu em 1974), liderou grupos teatrais brasileiros com ampla presença de tradições africanas, que se apresentaram no país e no exterior, e foi um dos pioneiros na transformação de Embu, cidade da Grande São Paulo, em polo cultural. O espetáculo se divide em três blocos, realçando a militância de esquerda, a defesa de pobres brasileiros e a dimensão lírica de sua Poesia. Abrange poemas do próprio Solano, canções que ele costumava relembrar com seus companheiros de jornadas teatrais, uma canção feita sobre poema de sua autoria e uma versão da canção ""Blackbird"" (Lennon e MacCartney), metáfora de luta e persistência tão próxima de sua trajetória.""
Evento: https://www.facebook.com/events/1632367807029448/",
59,440697006094380_852453304861706,2015-09-24T21:41:01+0000,"8-| Você é a favor de que exista  a diciplina EDUCAÇÂO AMBIENTAL  no ensino fundamental nas escolas do Brasil?

:( 
Me surpreende o fato de que MEC coloque em consulta pública a 1ª versão do currículo da educação básica onde se está propondo introduzir como componente curricular a diciplina "" ENSINO RELIGIOSO"" nos 9 anos iniciais , e nem sequer mecionou incluir em alguma série  a ""Educação Ambiental"" como diciplina!

Geralmente o tema Educação Ambiental, por ser considerado tema tranversal, muitas vezes em muitas escolas, acaba por não ser abordado como deveria, vivemos num mundo carente de educação e responsabilidade ambiental, até quando?



:'(
ENSINO RELIGIOSO? 
=> Bem detalhado da pag 280 a 291 do PDF (Proposta BASE NACIONAL COMUM.pdf ) anexado abaixo, especificando o que será correspondente a cada ano!!!
https://www.dropbox.com/s/8m2w4b2wi4gz4ea/Proposta%20BASE%20NACIONAL%20COMUM.pdf?dl=0

""Texto estipula o que 190 mil escolas de todo país são obrigadas a ensinar.
""MEC quer concluir consulta e redação do texto final até março de 2016...."" 
""O Ministério da Educação (MEC) apresentou nesta quarta-feira (16) o texto com a proposta preliminar para discussão da Base Nacional Comum Curricular (clique aqui para baixar o texto em PDF). Após sua conclusão, o documento vai reformular e determinar o currículo mínimo para todos os alunos das 190 mil escolas de educação básica do país.""...
http://g1.globo.com/educacao/noticia/2015/09/mec-lanca-documento-preliminar-da-base-nacional-comum-curricular.html

:D
VOCÊ PODE AJUDAR A MUDAR ISTO!
Ainda é tempo de  sugerir mudanças na BNC.
O  MEC está fazendo uma consulta popular para a proposta da Base Nacional Comum e está agora aberta para sugestões via internet. Depois, será submetida a uma consulta pública antes de ser redigido o texto final.Até lá, a população poderá enviar sugestões para o projeto por meio da plataforma digital. 
http://basenacionalcomum.mec.gov.br/#/site/inicio",
60,440697006094380_520238601473553,2015-09-24T21:29:34+0000,"INFORMES DA REUNIÃO COM O DIRETOR (21/09/15)

AVALIAÇÃO DO ENSINO NA USP: na semana que vem, a pedidos da reitoria da USP, uma comissão externa virá avaliar como anda o ensino no IF. No dia 8/10, três avaliadores externos permanecerão em uma sala perguntando para os alunos coisas sobre o ensino no Instituto em geral (não sabemos muito bem como essa conversa, ou atendimento, se dará). O horário para alunas/os da graduação é das 15h às 16h30 e da pós, das 16h30 às 18h, e isso ocorrerá na sala 207 da ala 1. É muito importante que as/os estudantes se manifestem para que essa avaliação reflita de fato como nós sentimos que o ensino é.

PRÉDIO DA VIVÊNCIA:
- WiFi: informamos ao diretor que o roteador que cobria a área do prédio queimou, e ele disse que já está sendo investigado o motivo de tantos roteadores que cobrem aquela área queimarem, e também providenciado um novo sistema de WiFi para todo o instituto no geral (incluindo nosso prédio).
- Bebedouro/banheiro: temos que falar com o assistente técnico operacional e o assistente de serviços gerais do instituto para saber o motivo do problema hídrico no prédio.
- Nome: falamos com o diretor sobre as burocracias de se alterar o nome do nosso prédio, e ele disse que o nome deve ser de alguém morto (ou vivo, desde que tenha mais de 65 anos). Podemos conduzir a votação por conta própria. No entanto, o nome deve ser aprovado em uma congregação; devemos levar a nossa sugestão (o nome que ganhar em nossa eleição), porém isso deve ser aprovado pelos/as membros/as da congregação.

SALA DE ESTUDOS NOVA: o diretor disse que, em um futuro não tão próximo, a sala de estudos antiga se tornará parte da biblioteca. Será feita uma reforma, e a parte que é atualmente sala de estudos será destinada aos periódicos. A biblioteca continuará a ter parte das mesas que são atualmente da sala de estudos, e portanto permanecerá sendo um lugar para estudos (silenciosos). Porém, achamos que só isso não seria suficiente para atender à demanda dos/as estudantes, já que a nova sala de estudos (que, é importante ressaltar sempre, foi conquista dos/as estudantes na greve de 2013) possui menos mesas do que a outra. Nisso, fizemos alguns pedidos para o diretor com relação à nova sala de estudos:
- Lousas e portas para as salinhas: pedimos para que fosse estudada a possibilidade de se colocar vidros nas paredes das salinhas da nova sala de estudos, que pudessem servir como lousa. Também sugerimos que fossem colocadas portas, no molde das salinhas antigas
- Espaço e mesas: falamos sobre a possibilidade de retirar os revisteiros e cadeiras que parecem uma sala de espera. No lugar, seriam colocadas mais mesas, fazendo com que houvesse mais lugares para estudar de verdade
- Armários: falamos para o diretor que os armários que atualmente tem na sala de estudos nova são subutilizados, e que seria mais proveitoso se eles tivessem portas e fossem mais armários de uso permanente. Além disso, quando a velha sala de estudos se tornar parte da biblioteca, teremos que realocar os armários que lá estão, então eles provavelmente ficarão nos corredores das alas, futuramente.

PRÓ-ALUNO: perguntamos para o diretor sobre as impressões da pró-aluno. Ele disse que queria saber se elas eram realmente úteis por alguns motivos, e argumentamos para ele que sim, e pelo que entendemos as impressões continuarão do jeito que estão.",
61,440697006094380_520089021488511,2015-09-24T14:33:36+0000,"GENTE PESSOAL GALERAAAAAAA

A URNA DE VOTAÇÃO DA FÍSICA PARA DELEGADES DO XII CONGRESSO DE ESTUDANTES DA USP ESTÁ ABERTA!

ESTAMOS EM FRENTE A ALA CENTRAL.
COLEM AQUI QUE ESTAMOS TRISTES E ABANDONADES!
O VOTO DE VCS É  MUITO IMPORTANTE PARA A CONSOLIDAÇÃO DO PROCESSO DEMOCRÁTICO! EEEEEEE

BEIJOOOOS AMAMOS VCS!",
62,440697006094380_519821688181911,2015-09-23T17:42:55+0000,"HOJE É HOJE É HOOOJE É HOOOOOOOJE

ÀS 17H NOS BANQUINHOS EM FRENTE A ATLÉTICA/SECRETARIA

Queridones, hoje acontece nossa primeira atividade pré-congressual e pré-eleições. Será uma roda de conversa entre es delegades da chapa do Cefisma e todes que quiserem compor a discussão. O objetivo é abordar temas que serão pautados no Congresso - como democracia, cotas e segurança - para que cheguemos a ele com posicionamentos melhor fundamentados e que contemplem o que es estudantes da física problematizam. Além, claro, de introduzir esses debates tão importantes em nossa comunidade.

É necessário que todes compareçam, pois se esses assuntos, à primeira vista, não parecerem muito importantes a você, tenha certeza que o são para aqueles que não possuem o privilégio de ignorá-los. O nosso dever como estudantes é garantir uma Universidade e uma sociedade mais democráticas e igualitárias, e isso só poderá ser feito através de nossa participação política. :)

Lembrando que AMANHÃ (quinta e sexta) ocorrem as ELEIÇÕES PARA DELEGADES! 

Link do evento do XII CONGRESSO DE ESTUDANTES DA USP com CALENDÁRIO COMPLETO: https://www.facebook.com/events/1475376829441670/",
63,440697006094380_519500998213980,2015-09-22T18:05:56+0000,"http://goo.gl/forms/A8sXaTcXH1

Inscrição para Cargos de Representação Discente no IFUSP

Nós, estudantes do Instituto de Física, devemos, todo ano, eleger nossos representantes discentes das Comissões e Colegiados do Instituto. Durante um ano, período de duração dos mandatos, esses estudantes serão responsáveis por representar a nossa opinião nesses órgãos. Sendo assim, é muito importante que os/as estudantes se inscrevam e se envolvam nesse processo. As inscrições podem ser feitas até dia 10 de outubro, e a eleição acontecerá dia 13 e 14 de outubro. 
É obrigatório que os candidatos estejam regularmente matriculados nos cursos de licenciatura, bacharelado ou pós-graduação no Instituto de Física.",
64,440697006094380_139310449751102,2015-09-21T23:58:15+0000,,Cefisma IFUSP added an event.
65,440697006094380_1058168130860600,2015-09-18T17:13:11+0000,"Olá, a todos! Deixo aqui esse vídeo, com objetivo de recuperar a escola pública e outras:
",
66,440697006094380_612821788821481,2015-09-16T00:27:42+0000,,Cefisma IFUSP added an event.
67,440697006094380_517012365129510,2015-09-15T14:22:48+0000,"Xll CONGRESSO DE ESTUDANTES DA USP 

Pessoal, nessa quinta-feira, 17/09, às 16h, nos banquinhos em frente à secretaria/atlética, o Cefisma realizará sua primeira reunião de formação de chapa para o Xll Congresso de Estudantes da USP.
Essa reunião articulará o posicionamento político da chapa do CA frente a pautas pertinentes ao Congresso.
A reunião será aberta aos estudantes da Física que quiserem se incorporar à chapa ou ajudar a construir o debate.
Esperamos que todes participem. Vamos mostrar para o Zago, o governador e seus lacaios burocratas que o Movimento Estudantil vai voltar com tudo nessa primavera/verão.
Estamos cada vez mais rycas, somos poderosíssimas.",
68,440697006094380_514967272000686,2015-09-10T12:29:09+0000,"EDUSP FAZ 1o SALDÃO DE PRIMAVERA
O evento acontecerá de 14 a 18 de setembro, das 10 às 21 horas, no vão livre do prédio da Geografia e História, da Faculdade de Filosofia, Letras e Ciências Humanas (FFLCH-USP).
""Durante esses cinco dias, o público terá a oportunidade de adquirir obras da própria Edusp e de outras editoras, entre elas a Com-Arte e diversos números da Revista da USP, com descontos especiais de no mínimo 60%.""
http://www5.usp.br/97949/edusp-faz-o-i-saldao-da-primavera-de-livros/

Mas lembrem-se de não gastar todas as economias nesse evento; dias 7, 8 e 9 de outubro haverá a FEIRA DE LIVROS DA FÍSICA!!!
Já temos várias editoras confirmadas (em breve postaremos no evento da feira, segue o link abaixo)
https://www.facebook.com/events/1604646559789648/",
69,440697006094380_514728645357882,2015-09-09T17:29:41+0000,"CAFÉ COM QUANTUM: Física ∩ Arqueologia realizado no dia 03/09/2015:
Márcia & Márcia discutem a relação entre Física e Arqueologia, que vem se aprofundando cada vez mais desde 1960. Primeiramente, a Márcia Rizzutto apresenta como a arqueometria é usada, de modo geral, na arqueologia, e que técnicas fazem a Física tão essencial para a compreensão do passado. Por outro lado, a Márcia Angelina Alves dá um panorama de Arqueologia Brasileira, especialmente no Triângulo Mineiro, e exemplifica como técnicas das ciências exatas foram importantes para o estudo e compreensão arqueológica da região.

PARTE 1:https://www.youtube.com/watch?v=J6w-F-2cwAU 
PARTE 2:https://www.youtube.com/watch?v=c-CQgEAuAv8
PARTE 3:https://www.youtube.com/watch?v=AW75H_Mq3zk
PARTE 4:https://www.youtube.com/watch?v=LIf3nzSOiyA
PARTE 5:https://www.youtube.com/watch?v=bz0JHWP__N4
PARTE 6:https://www.youtube.com/watch?v=JWO-2R5l95I",
70,440697006094380_513757382121675,2015-09-06T14:54:08+0000,"Achamos importante compartilhar com as alunas e os alunos esse e-mail que recebemos da Assessoria de Comunicação do IFUSP:

""UM ESPAÇO PARA A COOPERAÇÃO E INOVAÇÃO NO ENSINO DE FÍSICA

 
No Instituto de Física da USP há um espaço de investigação científico-pedagógica que visa promover projetos de inovação e aperfeiçoamento do ensino de física, com a participação de alunos da Licenciatura, estudantes da pós-graduação do Programa Interunidades em Ensino de Ciências, professores do ensino médio e docentes universitários.
O ProFís – Espaço de Apoio, Pesquisa e Cooperação de Professores de Física oferece a estudantes que já atuam ou que se preparam para a docência e a educadores envolvidos com o ensino de Física, elementos para seu aperfeiçoamento ou para sua formação inicial ou continuada, apresentando ou tornando disponíveis orientações, materiais didáticos ou de apoio, assim como resultados de pesquisa, de desenvolvimento educacional e informações sobre as diretrizes oficiais para o ensino e sobre cursos de aperfeiçoamento.
Dar subsídios, oferecer palestras, mini-cursos e estimular projetos de desenvolvimento de recursos didáticos ou de pesquisa educacional, em iniciativas que envolvam diretamente estudantes de graduação e/ou professores em formação continuada são algumas das atividades mais visíveis do ProFís, porém, a construção de um canal direto com o educador é o propósito principal do projeto.
Propiciar aos alunos do curso de licenciatura em Física da USP esse espaço de cooperação e investigação educacional, além do apoio didático-pedagógico, que lhes permite o intercâmbio de ideias com os professores que já estão atuando no ensino é também um diferencial em se tratando de preparação para o trabalho docente.
  

Serviço:

ProFis
Espaço de Apoio, Pesquisa e Cooperação de Professores de Física
Instituto de Física da Universidade de São Paulo 
Rua do Matão, Travessa R, 187 CEP 05508-900 
Ed. Principal, Ala II, Sala 305 
Cidade Universitária - São Paulo - SP 
profis@if.usp.br
 http://fep.if.usp.br/~profis/index.html""",
71,440697006094380_513014695529277,2015-09-04T03:14:28+0000,"MESA DE DISCUSSÃO SOBRE O PLANO ESTADUAL DE EDUCAÇÃO

""Você considera que o Estado deve promover uma educação de qualidade, que valorize os professores e que promova a igualdade social? Este é o momento de agir! Atualmente está em debate na Assembléia Legislativa (Alesp) o Plano Estadual de Educação, que define metas e estratégias para o ensino em todas as modalidades e níveis. Convidamos todas e todos a conhecer e apoiar a proposta elaborada pela Associação dos Docentes da USP (Adusp) com a colaboração de membros de outras entidades da sociedade civil e protocolada na Alesp como Projeto de Lei 1035/2015.

Plano Estadual de Educação: Proposta da Sociedade Paulista.
Mesa com: João Zanetic (IFUSP), Carmem Vidigal Moraes (FEUSP),
Lighia B. Horodynski-Matsushigue (IFUSP)
Data e local: Quinta-feira, 10/09, às 16hs, Auditório Adma Jafet, Instituto de Física - USP""",Cefisma IFUSP shared Ivã Gurgel's event.
72,440697006094380_579675885529824,2016-03-19T12:18:26+0000,"ARROMBAMENTO DOS ARMÁRIOS NÃO SORTEADOS

Pessoal, os armários que não foram sorteados não serão arrombados nesse feriado, devido a só termos divulgado o resultado do sorteio ontem. Isso está adiado pra uma data ainda indefinida, mas provavelmente vocês terão a semana santa e a próxima para retirar tudo antes de arrombados :)",
73,440697006094380_958299954277232,2016-03-17T03:57:03+0000,,Cefisma IFUSP added an event.
74,440697006094380_251912468476255,2016-03-13T14:28:07+0000,,Cefisma IFUSP added an event.
75,440697006094380_575567372607342,2016-03-10T14:43:22+0000,"IMPORTANTE: TODOS ARMÁRIOS NÃO SORTEADOS SERÃO LACRADOS PELO CEFISMA. PARTICIPEM DO SORTEIO PARA GARANTIR SEU ARMÁRIO!

MUITO IMPORTANTE: A INSCRIÇÃO É OBRIGATORIAMENTE EM DUPLAS!

Inscrição no link:
http://cefisma.org.br/node/88/",
76,440697006094380_1065294793523274,2016-03-09T03:02:12+0000,,Cefisma IFUSP added an event.
77,440697006094380_574799786017434,2016-03-08T14:29:16+0000,,Cefisma IFUSP shared Coletivo de Mulheres Sonja Ashauer - Física/IAG's post.
78,440697006094380_574617946035618,2016-03-08T01:47:24+0000,"Gente linda dos nossos corações! <3

A Comissão da Semana da Licenciatura já começou seus preparativos para a próxima Semana, que acontecerá por meios de outubro. *-*

Agora, eles estão precisando de mais gente para ajudar, porque vai ser maior, melhor, e ainda mais semanal!

Caso você queira entrar para a Comissão, mande uma mensagem para a página ou fale com alguém. Sua ajuda será muito bem-vinda.

Amamos vocês. <3",Cefisma IFUSP shared a page.
79,440697006094380_574122966085116,2016-03-06T15:33:46+0000,"REFORÇO PARA CALOURAS E CALOUROS

Pessoal, esse ano os veteranos e veteranas organizaram novamente o reforço para bixetes e bixos! Se você está com alguma dúvida nas matérias de primeiro semestre, quer uma ajudinha extra, prefere tirar dúvidas com colegas estudantes do que com docentes, apareça lá!
O reforço acontece às terças e quintas, das 13h às 14h e das 18h às 19h, na sala 210 da Ala II. 

(Veteranas/os que quiserem ajudar são muito bem-vindas/os! É só aparecerem lá no horário)",
80,440697006094380_1666954730224039,2016-03-05T18:42:00+0000,,Cefisma IFUSP added an event.
81,440697006094380_573481862815893,2016-03-04T21:24:53+0000,"Lindes!

Queremos saber a opinião de vocês sobre o CEFISMA. <3
Queremos críticas, sugestões, e qual a relação de vocês com a gente.

Amamos vocês. <3

Beijos de luz.",
82,440697006094380_1709236999360809,2016-03-02T14:45:15+0000,,Cefisma IFUSP added an event.
83,440697006094380_570735349757211,2016-02-26T18:24:21+0000,,Cefisma IFUSP shared Grupo de Teatro Vaca Esférica's photo.
84,440697006094380_570445239786222,2016-02-25T23:58:00+0000,"Temos uma caixa para arrecadação no IF, dentro da secretaria do Cefisma e da Atlética! Aproveitem o começo de ano pra doar os livros que vocês não vão mais usar!",Cefisma IFUSP shared Matemática em Movimento's photo.
85,440697006094380_568779386619474,2016-02-21T23:21:21+0000,URGENTE: AVISO ÀS PESSOAS QUE TÊM ARMÁRIO NA SALA DE ESTUDOS VELHA (do lado da biblioteca),
86,440697006094380_1225255284156482,2016-02-19T00:36:22+0000,,Cefisma IFUSP added an event.
87,440697006094380_564918683672211,2016-02-11T10:55:29+0000,"Pessoal, minha cidade de Origem fica à 70km da USP.
Na ida não haveria problemas, mas devido ao fato de que cursarei Física (Lic.) no período noturno e o mesmo termina por volta das 23h não tenho absolutamente nenhuma forma de condução pra casa (3h de percurso), haveria a possibilidade de algum estudante de Física, ou de QUALQUER OUTRO CURSO me hospedar até que pelo menos a aprovação de minha ocupacação no alojamento provisório até conseguir a vaga efeitva no CRUSP? (Tenho todos os requisitos para conseguir a mesma), porém NÃO EXISTE a possibilidade de sair da faculdade às 23h e ter condução para casa, indisponibilizando minha presença nas aulas (O que não consigo aceitar).

Me disponho a todas e quaisquer regras do anfitrião, caso consiga um.

(11) 9855-2060 ou inbox.

Desde já agradeco.",
88,440697006094380_527318140775025,2016-02-05T22:09:35+0000,,Cefisma IFUSP added an event.
89,440697006094380_560266324137447,2016-01-29T20:55:05+0000,,Cefisma IFUSP shared Cursinho da FFLCH's post.
90,440697006094380_556836747813738,2016-01-20T02:33:35+0000,"VOLUNTÁRIOS PARA O CURSINHO DA FFLCH

Segue aqui embaixo texto escrito pelo pessoal do próprio cursinho sobre a proposta dele, e a data do próximo encontro pra quem quiser se voluntariar:

""O Cursinho da FFLCH é um projeto de Instituição independente, fundada e tocada voluntariamente por alunos da Universidade de São Paulo, que pretende, através de apoios e parcerias com outras entidades da Comunidade Universitária, aumentar a inclusão de estudantes de baixa renda no Ensino Superior público, mantendo como filosofia e objetivo a formação de uma educação crítica e de qualidade, que problematize e vá além do modelo educacional vigente, possibilitando uma chance real de acesso à Universidade.
O projeto detalhado encontra-se no arquivo que contém o Projeto Político Pedagógico do Cursinho, disponível no link abaixo e constantemente atualizado. 
Para informações adicionais, conversas, reuniões, e dúvidas de como ajudar, perguntem na página ou procurem-nos no e-mail cursinhodafflch@gmail.com
https://docs.google.com/document/d/11ytoLDRyBdkw5UbRoqJ60Op3OxlAVwSgV_6O4qa-lX4/mobilebasic?pref=2&pli=1 """,Cefisma IFUSP shared Cursinho da FFLCH's post.
91,440697006094380_554843384679741,2016-01-14T13:47:41+0000,"Abertas inscrições pro cursinho popular dos alunos da Puc minha gente, ajudem a divulgar!",Cefisma IFUSP shared Cursinho Popular Dos Alunos da PUC - SP's photo.
92,440697006094380_554599968037416,2016-01-13T22:34:55+0000,"Nesta terça-feira, dia 12/01, houve o 2º Grande Ato Contra o Aumento da tarifa em São Paulo, na Praça do Ciclista, que visou protestar contra o aumento de preço do transporte público, feito em conjunto pela prefeitura de Haddad e pelo governo de Alckmin, de R$3,50 para R$3,80 na passagem unitária. O aumento também ocorreu em diversas cidades do país.
Em cima disso, houve uma manifestação com concentração a partir das 17h em São Paulo… ou deveria ter ocorrido, pois a repressão policial se deu sem que o ato nem saísse do lugar. O acesso à concentração já era muito controlado pela PM, que deixava apenas uma passagem, e esta era isolada por todos os lados por um cordão de policiais. Desse modo, ao sair do metrô Paulista, o que se via era manifestantes cercados por PMs. Para entrar no ato tinha-se que entrar no caldeirão, então a sensação era a de o ato estar totalmente preso antes mesmo de seu início. O protesto seguiria pela Rebouças, mas antes mesmo de começar ele foi impedido pelos policiais, que queriam que o ato seguisse no sentido Centro e no sentido da emboscada que eles tinham armado. Enquanto a rota era discutida e os manifestantes se preparavam para o ato em si, eles já foram duramente reprimidos pelos policiais que os cercavam. O som das bombas de efeito moral e a fumaça do gás lacrimogênio já começaram a vir pra cima de todos e todas de todas as direções.
Alguns manifestantes tentaram até pedir calma para evitar que mais gente se machucasse. Mas assim que avançaram pela Paulista para tentar escapar da PM, que havia impedido o protesto de seguir pela Consolação com sua truculência, outro grupo de manifestantes estava voltando porque a PM fechou a avenida para impedir que as pessoas saíssem dali e escapassem das bombas, tiros de balas de borracha, spray de pimenta e cacetadas dos policiais que vinham por trás. Os manifestantes se viram literalmente prensados contra uma parede, sem ter por onde ir ou por onde escapar, sem nem conseguir respirar por causa da fumaça que foi jogada em cima deles e do lugar que estavam concentrados. Vários tentaram se refugiar nos estabelecimentos próximos, desde bares a edifícios comerciais.
Relato de um aluno do IF presente no ato: “Nesse momento, vários conseguiram sair do cerco policial e entrar por uma rua. Ao olhar pra trás, dava pra ver os policiais mirando nas pessoas com rifles de bala de borracha como se as pessoas ali fossem… menos que tiro ao alvo, já que eles nem precisavam mirar pra acertar alguém. Não dava pra conseguir enxergar porque os olhos estavam ardendo muito, mas dava pra ouvir o barulho das bombas e dos vidros quebrando com os estilhaços. Na correria, no máximo dava pra você tentar saber onde estavam as pessoas mais próximas e tentar se preocupar com elas e com você, porque nem mesmo você era capaz de saber pra onde você estava indo. Só dava pra não querer que ninguém próximo de você se machucasse muito com as balas que vinham pelas costas, com os estilhaços ou que não passassem muito mal com a fumaça que estava por todo canto. Os manifestantes naquela rua se viram tomando a decisão de atravessar uma fumaça tóxica sem máscara (como muitos estavam) ou correr o risco de levar borrachada pelas costas.”
Relatos ouvidos depois disseram que o Choque avançou inclusive para cima de repórteres que estavam fotografando ou filmando e nem estavam participando do protesto, ameaçando até de bater neles caso não saíssem. Houveram inclusive agressões a um deficiente físico e a uma moça grávida de seis meses (que acabou perdendo o futuro bebê no abuso).
Este é mais um episódio onde a PM se mostra completamente contra a população e age de forma completamente truculenta. Não houve nenhuma provocação por parte dos manifestantes. Não houve vandalismo algum até o ataque da PM. Os governos, por sua vez, se mostram comprometidos cada vez mais com os lucros das empresas de transporte fazendo com que a população pague a conta, e se utilizam do aparato policial para intimidar quem se opuser às medidas impostas de cima para baixo. Curiosamente o mesmo órgão que protagonizou o trágico espetáculo desta terça-feira é o mesmo que não oferece apoio suficiente às mulheres vítimas de abusos e que realizam verdadeiros genocídios nas periferias pra cima da população pobre e majoritariamente negra.
Novos atos estão sendo convocados  para dia 14/01 às 17h00, no Largo da Batata e no Theatro Municipal. O evento pode ser acessado aqui: https://goo.gl/Aj9XhZ.
O CEFISMA convoca todas e todos que puderem a comparecer aos atos para combater esse aumento e se mostrar contra a atuação completamente truculenta da Polícia Militar!
Não à repressão! Contra o aumento de 30 centavos aplicado por Haddad e Alckmin!

Fotos tiradas por Fabio C da Silva.",Cefisma IFUSP added 2 new photos.
93,440697006094380_543965952434151,2015-12-15T19:08:24+0000,,Cefisma IFUSP shared Jornal do Campus's post.
94,440697006094380_151137415247718,2015-12-09T20:56:12+0000,,Cefisma IFUSP added an event.
95,440697006094380_438998936292329,2015-12-06T23:21:37+0000,,Cefisma IFUSP added an event.
96,440697006094380_540290852801661,2015-12-03T13:42:30+0000,"É AMANHÃ! 6h NO P1!

Geraldo declarou guerra às ocupações e está reprimindo covardemente  estudante nas ruas e escolas. Geraldo acha que diálogo se faz com borrachada e bomba. Geraldo é fascista, mas os secundas não tem medo de lutar!
As ocupações resistem e crescem! A juventude toma as ruas e mostra que se o governo não recuar, São Paulo vai parar!
MEXEU COM ESTUDANTE VCS VÃO SAIR PERDENDO! 

É importante que todos compareçam ao ato de amanhã em apoio aos secundaristas. A luta contra a repressão do Estado e a precarização do ensino é de todos nós!

NÃO TEM ARREGO! 
OCUPEM E RESISTAM! 
TODO APOIO AOS ESTUDANTES DE LUTA!",Cefisma IFUSP shared Dce Livre da USP's event.
97,440697006094380_609564299207649,2016-05-24T18:40:18+0000,"ATIVIDADES DE PARALISAÇÃO: roda de conversa sobre mobilização estudantil, na sala 211. Venham!",
98,440697006094380_609493269214752,2016-05-24T16:12:44+0000,"[PARALISAÇÃO]

Funcionários e funcionárias mobilizades do IFUSP estão em ato na reitoria, portanto às 13:30 teremos uma roda de conversa sobre o curso na sala 211.

Compareçam às atividades de mobilização! Hoje até as 19h, quando teremos Assembleia com indicativo de greve no Auditório Abraão de Moraes.",
99,440697006094380_609964062501006,2016-05-24T15:00:00+0000,,Cefisma IFUSP added 112 new photos to the album: Paralisação + Assembleia no IFUSP.
100,440697006094380_609446102552802,2016-05-24T14:00:05+0000,AGORA NA PARALISAÇÃO: conversa sobre Cotas e Permanência!,
101,440697006094380_609429769221102,2016-05-24T13:07:59+0000,VAMOS PARAR PARA PENSAR! PARALISAÇÃO IFUSP 24/05,Cefisma IFUSP published a note.
102,440697006094380_609421889221890,2016-05-24T12:35:26+0000,"Estamos paralisados! 
Vamos parar para pensar e discutir a situação da nossa universidade.
Agora:
""Estruturas de poder da USP""
É só chegar!",Cefisma IFUSP added 2 new photos.
103,440697006094380_1693466327574683,2016-05-23T02:41:45+0000,,Cefisma IFUSP added an event.
104,440697006094380_608702939293785,2016-05-22T17:24:13+0000,(muitos agradecimentos ao Acervo do IFUSP que nos emprestou os posteres e forneceu as fotos antigas para decoração),Cefisma IFUSP added 37 new photos to the album: Rodas de Conversa no Prédio Amélia Império + Pré Festa da Amélia — at Prédio Amélia Império - IFUSP.
105,440697006094380_608263419337737,2016-05-21T18:01:51+0000,"CONVERSA COM MÉDICO DO HU SOBRE A ATUAL SITUAÇÃO DO HOSPITAL

Segue convite feito pelos representantes dos funcionários do IFUSP:

""Segunda-feira, dia 23, estará no Auditório Abraão de Moraes, o médico dr. Gerson Sobrinho Salvador de Oliveira, profissional respeitado do nosso Hospital Universitário, que estará apresentando para os funcionários, alunos e docentes do Instituto de Física a real situação deste Hospital tão importante para nós.
O dr. Gerson é médico infectologista, formado pela USP, trabalha no Instituto de Reabilitação Lucy Montoro, além do Hospital das Clínicas e Hospital Universitário.""

O evento ocorrerá DIA 23/05, SEGUNDA, ÀS 16H, NO ABRAHÃO. 

Venham se informar sobre e discutir a situação do nosso Hospital Universitário.",
106,440697006094380_1638269973164976,2016-05-21T00:29:17+0000,,Cefisma IFUSP added an event.
107,440697006094380_607854446045301,2016-05-20T17:24:36+0000,"TÁ ROLANDO AGORA A RODA ""MULHERES NA CIÊNCIA"" NO ESPAÇO DA SINUCA! VENHAM!
(a roda ""Movimento dos Secundaristas"" foi cancelada por haver uma assembleia dos secundaristas nesse mesmo horário)",Cefisma IFUSP shared their event.
108,440697006094380_1104189422960856,2016-05-18T20:03:42+0000,,Cefisma IFUSP added an event.
109,440697006094380_607059966124749,2016-05-18T19:30:22+0000,PARALISAÇÃO 24/05 -  INFORME DA ASSEMBLEIA DO DIA 17/05,Cefisma IFUSP published a note.
110,440697006094380_1337370586278449,2016-05-18T15:04:55+0000,,Cefisma IFUSP added an event.
111,440697006094380_606939702803442,2016-05-18T12:58:36+0000,Ata da Assembleia 17/05,Cefisma IFUSP published a note.
